BILL_CUSTOMER_SID,recency,frequency,monetary,rolling_freq,rolling_monetary,freq_trend,monetary_trend,cluster
37352.0,98,2,12514.3,2.0,12514.3,,,1
37355.0,107,2,9343.64,2.0,9343.64,,,1
37361.0,108,2,176.67000000000002,2.0,176.67000000000002,,,1
37367.0,105,2,3189.9,2.0,3189.9,,,1
37382.0,105,29,3714.38,29.0,3714.38,,,1
37383.0,107,1,348.0,1.0,348.0,,,1
37403.0,108,10,280.93,10.0,280.93,,,1
37405.0,97,1,5607.15,1.0,5607.15,,,1
37407.0,106,4,153.28,4.0,153.28,,,1
37414.0,107,1,0.0,1.0,0.0,,,1
37453.0,100,1,5353.85,1.0,5353.85,,,1
37459.0,108,5,45028.0,5.0,45028.0,,,1
37480.0,107,1,144.76,1.0,144.76,,,1
37488.0,106,3,4306.75,3.0,4306.75,,,1
37489.0,100,5,3944.6499999999996,5.0,3944.6499999999996,,,1
37490.0,108,2,6596.7,2.0,6596.7,,,1
37493.0,101,61,2600.08,61.0,2600.08,,,1
37494.0,100,3,-209.53,3.0,-209.53,,,1
37501.0,104,12,1625.69,12.0,1625.69,,,1
37505.0,104,4,180.37,4.0,180.37,,,1
37509.0,107,1,270.4,1.0,270.4,,,1
37515.0,113,5,1093.28,5.0,1093.28,,,1
37518.0,113,12,1010.92,12.0,1010.92,,,1
37521.0,111,6,-895.9000000000001,6.0,-895.9000000000001,,,1
37529.0,98,3,6960.0,3.0,6960.0,,,1
37531.0,113,2,0.0,2.0,0.0,,,1
37533.0,99,1,313.27,1.0,313.27,,,1
37537.0,100,17,563.64,17.0,563.64,,,1
37542.0,105,2,326.44,2.0,326.44,,,1
37544.0,107,2,12885.18,2.0,12885.18,,,1
37549.0,97,401,30073.33,401.0,30073.33,,,0
37554.0,107,3,5290.0,3.0,5290.0,,,1
37602.0,99,4,213.68,4.0,213.68,,,1
37679.0,111,4,4372.24,4.0,4372.24,,,1
37681.0,100,110,191709.56,110.0,191709.56,,,0
37752.0,113,1,490.0,1.0,490.0,,,1
37756.0,107,2,-439.07,2.0,-439.07,,,1
38805.0,106,2,700.4,2.0,700.4,,,1
38820.0,100,1,0.0,1.0,0.0,,,1
38877.0,100,9,49405.36,9.0,49405.36,,,1
39056.0,100,4,5355.0,4.0,5355.0,,,1
39145.0,99,1,0.0,1.0,0.0,,,1
39516.0,98,3,0.0,3.0,0.0,,,1
39648.0,104,20,16086.43,20.0,16086.43,,,1
39653.0,108,27,6875.28,27.0,6875.28,,,1
39718.0,106,1,0.0,1.0,0.0,,,1
39818.0,112,3,315.48,3.0,315.48,,,1
39851.0,105,4,1740.38,4.0,1740.38,,,1
39853.0,107,7,7226.64,7.0,7226.64,,,1
39907.0,112,3,1835.81,3.0,1835.81,,,1
39910.0,101,2,18218.0,2.0,18218.0,,,1
39919.0,100,2,3607.9,2.0,3607.9,,,1
39942.0,108,1,8070.0,1.0,8070.0,,,1
39948.0,97,4,854.8199999999999,4.0,854.8199999999999,,,1
39964.0,106,2,811.0,1.0,405.5,0.0,-0.10070257611241218,1
39984.0,112,1,-151.0,1.0,-151.0,,,1
40049.0,112,1,5894.0,1.0,5894.0,,,1
40051.0,107,1,286.6,1.0,286.6,,,1
40055.0,108,1,434.35,1.0,434.35,,,1
40114.0,105,3,-16.97,3.0,-16.97,,,1
40117.0,105,5,2643.16,5.0,2643.16,,,1
40118.0,105,4,60895.00000000001,4.0,60895.00000000001,,,1
40125.0,100,4,494.0,2.0,247.0,2.0,-1.1683501683501682,1
40136.0,105,1,1861.0,1.0,1861.0,,,1
40151.0,106,8,1825.99,8.0,1825.99,,,1
40176.0,98,8,4561.63,8.0,4561.63,,,1
40179.0,113,2,66.9,2.0,66.9,,,1
40185.0,104,2,14517.4,2.0,14517.4,,,1
40201.0,105,11,1410.97,11.0,1410.97,,,1
40232.0,104,7,-3271.0699999999997,3.5,-1635.5349999999999,-0.8333333333333334,-3.891962080593199,1
40240.0,100,8,19787.05,4.0,9893.525,0.6666666666666667,-0.5529964532524041,1
40259.0,106,2,410.2,2.0,410.2,,,1
40273.0,101,1,3604.8,1.0,3604.8,,,1
40282.0,98,14,2588.5099999999998,14.0,2588.5099999999998,,,1
40302.0,101,1,-83.39,1.0,-83.39,,,1
40303.0,101,9,1103.57,9.0,1103.57,,,1
40322.0,372,1,1585.98,1.0,1585.98,,,2
40345.0,105,5,10164.52,5.0,10164.52,,,1
40360.0,106,1,-1015.74,1.0,-1015.74,,,1
40370.0,98,5,31856.25,5.0,31856.25,,,1
40381.0,111,3,316.29,3.0,316.29,,,1
40391.0,101,19,13254.75,9.5,6627.375,17.0,3.496475222890317,1
40404.0,103,1,-526.0,1.0,-526.0,,,1
40410.0,100,11,1769.6399999999999,11.0,1769.6399999999999,,,1
40440.0,101,2,282.09000000000003,2.0,282.09000000000003,,,1
40448.0,101,2,771.0200000000001,2.0,771.0200000000001,,,1
40461.0,100,1,747.58,1.0,747.58,,,1
40462.0,108,1,1318.8,1.0,1318.8,,,1
40473.0,106,3,0.0,3.0,0.0,,,1
40476.0,367,1,338.3,1.0,338.3,,,2
40479.0,111,2,308.26,2.0,308.26,,,1
40483.0,367,2,255.65,2.0,255.65,,,2
40936.0,105,1,8732.0,1.0,8732.0,,,1
41295.0,108,8,1491.94,8.0,1491.94,,,1
41426.0,111,4,0.0,4.0,0.0,,,1
41598.0,100,1,358.2,1.0,358.2,,,1
41725.0,108,1,49.98,1.0,49.98,,,1
41830.0,108,6,8713.22,6.0,8713.22,,,1
41841.0,105,38,19492.06,38.0,19492.06,,,1
41949.0,97,9,0.0,9.0,0.0,,,1
42174.0,107,3,426.83,3.0,426.83,,,1
42329.0,107,1,-426.55,1.0,-426.55,,,1
42426.0,100,29,97147.86,29.0,97147.86,,,1
42507.0,98,26,23550.46,26.0,23550.46,,,1
42509.0,97,60,34676.06,60.0,34676.06,,,1
42522.0,107,24,5539.86,24.0,5539.86,,,1
42825.0,101,5,6173.18,5.0,6173.18,,,1
43476.0,108,31,3720.38,31.0,3720.38,,,1
43493.0,100,10,3579.19,10.0,3579.19,,,1
202424.0,100,6,2404.6,6.0,2404.6,,,1
