CUSTOMER_ID,TOTAL_REVENUE,CLUSTER,SEGMENT
2625.0,4316.29,2,Segment 8
2627.0,564.0999999999999,2,Segment 8
2628.0,14333.880000000001,2,Segment 8
2669.0,21808.8,2,Segment 8
2674.0,3055.98,2,Segment 8
2694.0,66421.9,7,Segment 7
2699.0,9028.66,2,Segment 8
2700.0,3698.42,2,Segment 8
2704.0,957.42,2,Segment 8
2707.0,14537.34,2,Segment 8
2708.0,76068.96,7,Segment 7
2716.0,8175.62,2,Segment 8
2717.0,20606.67,2,Segment 8
2720.0,1548.88,2,Segment 8
2723.0,72783.28,7,Segment 7
2726.0,5370.64,2,Segment 8
2727.0,10322.91,2,Segment 8
2732.0,266272.17,6,Segment 5
2735.0,28933.68,7,Segment 7
2737.0,33520.32,7,Segment 7
2738.0,11378.92,2,Segment 8
2742.0,3803.18,2,Segment 8
2748.0,4140.9,2,Segment 8
2750.0,320.53,2,Segment 8
2751.0,3619.75,2,Segment 8
2752.0,98178.02,0,Segment 6
2753.0,106898.04,0,Segment 6
2755.0,38847.5,7,Segment 7
2760.0,70690.95,7,Segment 7
2764.0,9454.53,2,Segment 8
2766.0,18863.26,2,Segment 8
2767.0,788974.82,4,Segment 3
2774.0,3894.86,2,Segment 8
2791.0,5792.7,2,Segment 8
2792.0,132065.24,0,Segment 6
2794.0,28106.510000000002,7,Segment 7
2797.0,69265.31,7,Segment 7
2800.0,19988.72,2,Segment 8
2803.0,36259.63,7,Segment 7
2805.0,4735.24,2,Segment 8
2806.0,59900.51,7,Segment 7
2807.0,-83.85000000000002,2,Segment 8
2810.0,128100.4,0,Segment 6
2812.0,3611.04,2,Segment 8
2815.0,2065424.693,1,Segment 1
2816.0,18083.760000000002,2,Segment 8
2819.0,787044.83,4,Segment 3
2821.0,269812.25,6,Segment 5
2827.0,4847.530000000001,2,Segment 8
2828.0,5692.1,2,Segment 8
2831.0,436570.07,3,Segment 4
2834.0,78746.2,7,Segment 7
2837.0,311244.63,6,Segment 5
2838.0,4704.81,2,Segment 8
2841.0,6315.54,2,Segment 8
2843.0,70069.68,7,Segment 7
2847.0,5415.85,2,Segment 8
2848.0,34033.52,7,Segment 7
2849.0,35725.14,7,Segment 7
2858.0,20764.18,2,Segment 8
2859.0,2772.48,2,Segment 8
2860.0,9785.550000000001,2,Segment 8
2863.0,235751.44999999998,6,Segment 5
2865.0,845327.56,4,Segment 3
2867.0,141339.15,0,Segment 6
2870.0,643.83,2,Segment 8
2872.0,20537.05,2,Segment 8
2873.0,108736.7,0,Segment 6
2879.0,103953.2,0,Segment 6
2882.0,18368.29,2,Segment 8
2884.0,150856.87,0,Segment 6
2890.0,6911.34,2,Segment 8
2903.0,111158.55,0,Segment 6
2904.0,13880.61,2,Segment 8
2908.0,24311.71,2,Segment 8
2909.0,7997.12,2,Segment 8
2910.0,17774.97,2,Segment 8
2911.0,787.9100000000001,2,Segment 8
2912.0,6090.36,2,Segment 8
2917.0,4419.26,2,Segment 8
2920.0,106865.66,0,Segment 6
2921.0,8907.39,2,Segment 8
2922.0,11414.46,2,Segment 8
2923.0,13204.74,2,Segment 8
2926.0,47496.78,7,Segment 7
2928.0,14278.06,2,Segment 8
2930.0,13539.2,2,Segment 8
2938.0,446.25,2,Segment 8
2940.0,40926.98,7,Segment 7
2943.0,28253.66,7,Segment 7
2959.0,15140.8,2,Segment 8
2961.0,16580.39,2,Segment 8
2962.0,0.0,2,Segment 8
2968.0,140667.88,0,Segment 6
2969.0,1564.15,2,Segment 8
2978.0,10810.7,2,Segment 8
2982.0,8022.22,2,Segment 8
2987.0,7088.42,2,Segment 8
2988.0,3822.02,2,Segment 8
2992.0,67655.24,7,Segment 7
2995.0,31882.88,7,Segment 7
3003.0,21752.85,2,Segment 8
3009.0,3383.29,2,Segment 8
3013.0,131314.98,0,Segment 6
3017.0,1291.45,2,Segment 8
3019.0,26689.42,2,Segment 8
3021.0,139456.15,0,Segment 6
3024.0,76482.01,7,Segment 7
3025.0,3840.63,2,Segment 8
3026.0,10678.25,2,Segment 8
3033.0,4671.66,2,Segment 8
3037.0,29238.72,7,Segment 7
3041.0,241612.87,6,Segment 5
3047.0,3773.25,2,Segment 8
3049.0,57840.77,7,Segment 7
3050.0,198963.46,6,Segment 5
3054.0,50696.58,7,Segment 7
3055.0,50943.12,7,Segment 7
3061.0,20010.0,2,Segment 8
3062.0,17776.33,2,Segment 8
3063.0,14429.19,2,Segment 8
3065.0,106377.55,0,Segment 6
3068.0,10670.65,2,Segment 8
3069.0,3477.44,2,Segment 8
3145.0,3240.69,2,Segment 8
3199.0,474.15999999999997,2,Segment 8
3232.0,306190.38,6,Segment 5
3241.0,2154.94,2,Segment 8
3256.0,-713.7,2,Segment 8
3271.0,43051.520000000004,7,Segment 7
3285.0,14516.3,2,Segment 8
3322.0,38826.0,7,Segment 7
3324.0,8208.0,2,Segment 8
3326.0,26999.7,7,Segment 7
3404.0,4220.0,2,Segment 8
3413.0,7789.91,2,Segment 8
3418.0,22955.21,2,Segment 8
3427.0,2494.49,2,Segment 8
3431.0,15583.7,2,Segment 8
3437.0,16160.060000000001,2,Segment 8
3440.0,5907.87,2,Segment 8
3444.0,8170.59,2,Segment 8
3448.0,8179.63,2,Segment 8
3452.0,3064.74,2,Segment 8
3454.0,640.16,2,Segment 8
3455.0,3330.72,2,Segment 8
3460.0,191995.5261,6,Segment 5
3465.0,823.2,2,Segment 8
3477.0,527.04,2,Segment 8
3481.0,20960.979,2,Segment 8
3628.0,36748.1825,7,Segment 7
3842.0,1944.8799999999999,2,Segment 8
